StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,ESL_Screener,Aut_Group,Consent_Proceed,Age,Demographics_Ed,Q3,Q3_3_TEXT,Q4,Q5,Q5_7_TEXT,Q6,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q24_16,Q24_17,Q24_18,Q24_19,Q24_20,Q62,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q26,Q61,Q29,Q29_6_TEXT,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,PROLIFIC_PID,SESSION_ID,STUDY_ID,LIST_ID,Prac,feedback
2024-06-26 17:50:55,2024-06-26 17:55:46,IP Address,174.70.230.247,100,290,True,2024-06-26 17:55:46,R_6irFRxyNyS5Qeoa,,,,,36.317,-94.1568,anonymous,EN,63d7eca29f0291aff53b003e,Yes,No,"Yes, I give consent",40,Some college,Female,,"$75,001 - $150,000","Black,Nat. Amer.",,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,i try to park away from other people if possible,I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,2019,Not true,Somewhat true,Not true,Somewhat true,Somewhat true,Certainly true,Somewhat true,63d7eca29f0291aff53b003e,667c9b44826f829de7e1caa2,6675e9e612bd2a2af68bed70,35,1,1
2024-06-26 17:48:13,2024-06-26 17:56:06,IP Address,68.109.43.193,100,473,True,2024-06-26 17:56:07,R_6rAY10uTV8xgqfA,,,,,32.8936,-83.743,anonymous,EN,6631a08dd5a58f09280b4401,Yes,No,"Yes, I give consent",39,Some college,Female,,"$40,001 - $75,000",White,,non-Hispanic,Sometimes,Never,Frequently,Always,Always,Always,Sometimes,Never,Never,Frequently,Never,Never,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Never,Frequently,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,NA,Frequently,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,I will work at them and improve over time.,I am right-handed.,"Learning Difficulties, Disabilities",,As an adult,Not true,Somewhat true,Not true,Not true,Somewhat true,Not true,Not true,6631a08dd5a58f09280b4401,667c9a9eccddf1660a4b76f7,6675e9e612bd2a2af68bed70,102,1,1
2024-06-26 17:47:27,2024-06-26 17:56:22,IP Address,67.1.204.222,100,535,True,2024-06-26 17:56:23,R_1Qyc7eoOePENxrK,,,,,32.2448,-111.0214,anonymous,EN,65368974237e069cc92aade1,Yes,No,"Yes, I give consent",31,High School,Male,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Frequently,Always,Never,,Always,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,try to stay on task do things orderly and in steps. stay focused and set goals as to how I may be able to overcome certain obstacles.,I am right-handed.,,,,Somewhat true,Certainly true,Somewhat true,Not true,Certainly true,Somewhat true,Not true,65368974237e069cc92aade1,667c9a750ae9857069ce5408,6675e9e612bd2a2af68bed70,112,1,1
2024-06-26 17:51:13,2024-06-26 17:56:27,IP Address,97.82.124.113,100,314,True,2024-06-26 17:56:28,R_6RehFJARZdnZccp,,,,,42.2957,-121.8326,anonymous,EN,666cf10af2420332d7e3a68d,Yes,No,"Yes, I give consent",20,Some college,Male,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Sometimes,Sometimes,Frequently,Always,Frequently,Never,Never,Sometimes,Sometimes,Never,Never,Never,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Frequently,Sometimes,Sometimes,Always,Always,Always,Always,,Always,Frequently,Sometimes,Never,Never,Never,Frequently,Never,Sometimes,Always,,I am right-handed.,,,,Certainly true,Certainly true,Somewhat true,Not true,Certainly true,Somewhat true,Somewhat true,666cf10af2420332d7e3a68d,667c9b5277c74a1cff1ac633,6675e9e612bd2a2af68bed70,25,1,1
2024-06-26 17:51:02,2024-06-26 17:57:10,IP Address,24.14.241.237,100,368,True,2024-06-26 17:57:11,R_338j7DJ4oik5BH3,,,,,41.9704,-87.7036,anonymous,EN,663fd38539df6ec6f060ef3a,Yes,No,"Yes, I give consent",28,Associate,Male,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,"I know how to drive, but have not driven in 10 years as I live in a major city and use public transport.",Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,"Try to eat handheld foods such as sandwiches, ect. ",I am right-handed.,,,,Certainly true,Certainly true,Somewhat true,Not true,Somewhat true,Somewhat true,Not true,663fd38539df6ec6f060ef3a,667c9b4fd4a95c9049fe5f62,6675e9e612bd2a2af68bed70,131,1,1
2024-06-26 17:50:36,2024-06-26 17:57:27,IP Address,98.212.137.72,100,411,True,2024-06-26 17:57:28,R_5LbweMYdHwJGPRj,,,,,42.077,-87.7209,anonymous,EN,664b7cb283cbf1712557bcf8,Yes,No,"Yes, I give consent",21,Bachelor,Female,,"$75,001 - $150,000",Asian,,non-Hispanic,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Frequently,Never,Sometimes,Never,Frequently,Always,,Never,Frequently,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,"Instead of things pertaining to hand-eye coordination, I find myself gravitating and being good at activities involving fine motor skills (building things, crochet), I also have ADHD and go to therapy and take medication for it",I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,2020,Not true,Not true,Not true,Not true,Somewhat true,Not true,Not true,664b7cb283cbf1712557bcf8,667c9b317e2dd064f9c29e1a,6675e9e612bd2a2af68bed70,122,1,1
2024-06-26 17:49:54,2024-06-26 17:57:29,IP Address,45.134.95.26,100,454,True,2024-06-26 17:57:30,R_1qAt3gJRnwGMUX7,,,,,37.751,-97.822,anonymous,EN,667003027a3e071ad3b659f1,Yes,No,"Yes, I give consent",21,Bachelor,Male,,"$75,001 - $150,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Never,Never,Never,Always,Never,Always,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Meditate on bigger problems and i will be okay,I am right-handed.,Other,No,At my childhood,Not true,Not true,Not true,Not true,Somewhat true,Not true,Not true,667003027a3e071ad3b659f1,667c9b0461009cf015ff0555,6675e9e612bd2a2af68bed70,89,1,1
2024-06-26 17:44:18,2024-06-26 17:57:49,IP Address,70.119.237.57,100,810,True,2024-06-26 17:57:50,R_1jcvygHHcIrlLxD,,,,,32.9993,-96.8346,anonymous,EN,65cf69401a1e0e09d6ac9aa9,Yes,No,"Yes, I give consent",38,Master,Female,,"Less than $20,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Frequently,Frequently,Frequently,N/A,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,I do not have coordination difficulties,I am right-handed.,Other,N/A,N/A,Not true,Certainly true,Not true,Not true,Not true,Not true,Not true,65cf69401a1e0e09d6ac9aa9,667c99af77e81cff2e7ef212,6675e9e612bd2a2af68bed70,47,1,1
2024-06-26 17:53:45,2024-06-26 17:58:12,IP Address,73.106.38.135,100,266,True,2024-06-26 17:58:12,R_1UhX6i3D7KyOL58,,,,,33.7838,-84.4455,anonymous,EN,6566d90835fd00183bd5989b,Yes,No,"Yes, I give consent",47,Bachelor,Female,,"$75,001 - $150,000",White,,non-Hispanic,Never,Never,Frequently,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Frequently,Frequently,Sometimes,Never,Never,Never,Never,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,none,I am right-handed.,Other,No,,Somewhat true,Somewhat true,Somewhat true,Not true,Somewhat true,Not true,Not true,6566d90835fd00183bd5989b,667c9bef671e300cd49ac261,6675e9e612bd2a2af68bed70,99,1,1
2024-06-26 17:51:38,2024-06-26 17:58:16,IP Address,68.44.187.44,100,397,True,2024-06-26 17:58:16,R_6M6ENaunNTPGhGZ,,,,,40.3348,-86.8831,anonymous,EN,633873653886ad9a20c82e98,Yes,No,"Yes, I give consent",32,High School,Male,,"$40,001 - $75,000",Other,hispanic,Hispanic,Sometimes,Never,Sometimes,Never,Frequently,Sometimes,Never,Always,Never,Never,Never,Never,Never,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Always,Never,Always,,Always,Never,Frequently,Never,Sometimes,Always,Always,Never,Sometimes,Never,,I am left-handed.,,,,Somewhat true,Certainly true,Not true,Somewhat true,Somewhat true,Somewhat true,Not true,633873653886ad9a20c82e98,667c9b6a895d9dbad0a70d25,6675e9e612bd2a2af68bed70,136,1,1
2024-06-26 17:48:39,2024-06-26 17:58:39,IP Address,107.144.251.160,100,600,True,2024-06-26 17:58:40,R_1nW6zu6y39x9f0k,,,,,35.4145,-119.0403,anonymous,EN,6168650925d6f445883ccdd6,Yes,No,"Yes, I give consent",57,Associate,Female,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Never,Sometimes,Never,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Never,Sometimes,Sometimes,Frequently,Never,Never,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Frequently,Sometimes,Frequently,No I haven't,I am right-handed.,"Learning Difficulties, Disabilities",,Age 10,Somewhat true,Somewhat true,Certainly true,Not true,Not true,Somewhat true,Not true,6168650925d6f445883ccdd6,667c9ab90bdb83d9e32f5769,6675e9e612bd2a2af68bed70,72,1,1
2024-06-26 17:54:49,2024-06-26 17:58:39,IP Address,73.245.126.38,100,230,True,2024-06-26 17:58:40,R_731u15EOW3ugImQ,,,,,25.5972,-80.4048,anonymous,EN,663790ca82182b67396f19ba,Yes,No,"Yes, I give consent",34,Bachelor,Female,,"$40,001 - $75,000",Other,Hispanic,Hispanic,Never,Sometimes,Sometimes,Never,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,,Always,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Somewhat true,Not true,Not true,663790ca82182b67396f19ba,667c9c333668a5af4baf313b,6675e9e612bd2a2af68bed70,1,1,1
2024-06-26 17:51:56,2024-06-26 17:58:41,IP Address,73.23.113.237,100,404,True,2024-06-26 17:58:41,R_7VGByG0CH1cQNW1,,,,,26.594,-81.6602,anonymous,EN,65074755bcbf0e3fd5258472,Yes,No,"Yes, I give consent",21,High School,Male,,"Less than $20,000",Other,Hispanic/Latino,Hispanic,Sometimes,Sometimes,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Never,Never,Sometimes,Always,Always,Frequently,Always,Always,Sometimes,Frequently,Always,Frequently,Frequently,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,I just haven't gotten my license and i don't have the time to go to a DMV and get a test,Sometimes,Always,Sometimes,Never,Never,Frequently,Frequently,Never,Sometimes,Always,i like to think of a distance between 2 objects in meters,I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,around 8th grade,Somewhat true,Somewhat true,Not true,Somewhat true,Somewhat true,Not true,Not true,65074755bcbf0e3fd5258472,667c9b7f0d95c677d07aaf4a,6675e9e612bd2a2af68bed70,86,1,1
2024-06-26 17:51:31,2024-06-26 17:59:39,IP Address,108.184.182.146,100,487,True,2024-06-26 17:59:39,R_7NTcIwUxYyNpCqB,,,,,34.1091,-117.7126,anonymous,EN,6672f94f92182f291f5cd2f8,Yes,No,"Yes, I give consent",28,Associate,Female,,"$20,001 - $40,000",Click to write Choice 8,,Hispanic,Sometimes,Frequently,Sometimes,Frequently,Always,Always,Always,Never,Sometimes,Sometimes,Never,Never,Never,Always,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Frequently,Sometimes,Frequently,Never,Sometimes,Never,Sometimes,Never,Sometimes,,Frequently,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,"i step slower, i'm careful on stairs and escalators, i make use of railings.",I am right-handed.,Other,undiagnosed adhd,,Somewhat true,Not true,Somewhat true,Somewhat true,Somewhat true,Not true,Somewhat true,6672f94f92182f291f5cd2f8,667c9b6b2f80e6b1aa655bca,6675e9e612bd2a2af68bed70,51,1,1
2024-06-26 17:53:36,2024-06-26 18:00:01,IP Address,47.42.25.137,100,385,True,2024-06-26 18:00:02,R_1It84LhKFjU9w89,,,,,34.5251,-82.6307,anonymous,EN,654138067e596cdbb3641bbc,Yes,No,"Yes, I give consent",43,Some college,Female,,"$75,001 - $150,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Frequently,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,N/A,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,654138067e596cdbb3641bbc,667c9be91cb1cb4e6f3531f2,6675e9e612bd2a2af68bed70,148,1,1
2024-06-26 17:56:53,2024-06-26 18:00:12,IP Address,160.19.11.113,100,198,True,2024-06-26 18:00:13,R_3jVOofMhDrlOUBF,,,,,38.2999,-77.465,anonymous,EN,5df80c0754ff235ba2adc8ec,Yes,No,"Yes, I give consent",23,Bachelor,Male,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Frequently,Sometimes,Sometimes,,Frequently,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,,I am right-handed.,,,,Certainly true,Somewhat true,Not true,Not true,Not true,Not true,Not true,5df80c0754ff235ba2adc8ec,667c9caac553fbb4b22a0f59,6675e9e612bd2a2af68bed70,9,1,1
2024-06-26 17:53:22,2024-06-26 18:00:27,IP Address,172.101.11.133,100,425,True,2024-06-26 18:00:28,R_5ifW0tA2GTexyAx,,,,,44.3233,-69.7687,anonymous,EN,65a1823409bf1da0ca410e21,Yes,No,"Yes, I give consent",63,Bachelor,Female,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,,I am right-handed.,,,,Certainly true,Certainly true,Somewhat true,Somewhat true,Not true,Somewhat true,Not true,65a1823409bf1da0ca410e21,667c9bd07cd39d81d07f691e,6675e9e612bd2a2af68bed70,25,1,1
2024-06-26 17:28:44,2024-06-26 18:01:01,IP Address,223.29.141.16,100,1936,True,2024-06-26 18:01:02,R_6lWRQQb7gBNKQQq,,,,,37.751,-97.822,anonymous,EN,640b129fbdcd3bb1c4f1f7fe,Yes,No,"Yes, I give consent",32,Master,Male,,"$40,001 - $75,000",White,,non-Hispanic,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,N/A,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,"In line with family problems relating to my little nephew having difficulties in a particular subject area in school, I sat him down and told him its possible to overcome his fears of comprehending that subject and that he should see himself as the superhero of his class and conquer all with courage so as to save all. With this ideology he is now topping his class to date.",I am right-handed.,Other,no,N/a,Not true,Certainly true,Not true,Not true,Not true,Not true,Not true,640b129fbdcd3bb1c4f1f7fe,667c95ff56e786c5661ac408,6675e9e612bd2a2af68bed70,73,1,1
2024-06-26 17:55:34,2024-06-26 18:01:23,IP Address,136.53.149.62,100,349,True,2024-06-26 18:01:24,R_32czNTWOFRymRI5,,,,,34.7315,-86.5654,anonymous,EN,5c7e764fa7432a00169e1499,Yes,No,"Yes, I give consent",46,Bachelor,Male,,"$40,001 - $75,000",White,,non-Hispanic,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,N/A,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,I have not developed any compensatory strategies to deal with coordination issues.,I am right-handed.,,,N/A,Not true,Somewhat true,Not true,Somewhat true,Somewhat true,Somewhat true,Not true,5c7e764fa7432a00169e1499,667c9c390b22ce94118e2d5a,6675e9e612bd2a2af68bed70,13,1,1
2024-06-26 17:53:11,2024-06-26 18:04:03,IP Address,172.59.89.202,100,652,True,2024-06-26 18:04:04,R_7Ezrq5C81AomrNE,,,,,35.056,-89.8598,anonymous,EN,6657901da2b3116b46b256a6,Yes,No,"Yes, I give consent",29,Some college,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Sometimes,Never,Never,Frequently,Always,Frequently,Sometimes,Never,Sometimes,Sometimes,Frequently,Never,Sometimes,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Frequently,Never,Never,Always,Frequently,,Always,Sometimes,Never,Never,Frequently,Sometimes,Sometimes,Always,Sometimes,Frequently,I move slower and focus hard on things that require more cordination.,I am right-handed.,,,,Certainly true,Somewhat true,Not true,Not true,Not true,Not true,Not true,6657901da2b3116b46b256a6,667c9bc7620a6149c7ee3cb5,6675e9e612bd2a2af68bed70,18,1,1
2024-06-26 17:56:17,2024-06-26 18:04:32,IP Address,69.140.94.185,100,494,True,2024-06-26 18:04:32,R_61AvvNSzNAtJx27,,,,,39.336,-76.7877,anonymous,EN,657487f815456e65f906b3bc,Yes,No,"Yes, I give consent",57,Bachelor,Female,,"$75,001 - $150,000",White,,non-Hispanic,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Frequently,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,,Never,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,,I am right-handed.,,,,Somewhat true,Somewhat true,Not true,Not true,Somewhat true,Not true,Not true,657487f815456e65f906b3bc,667c9c86193edff766145727,6675e9e612bd2a2af68bed70,90,1,1
2024-06-26 17:56:36,2024-06-26 18:04:50,IP Address,68.3.235.172,100,493,True,2024-06-26 18:04:51,R_6g8xfXEY26wzqS7,,,,,33.5982,-112.3724,anonymous,EN,634e1076f43266192b130e13,Yes,No,"Yes, I give consent",38,Bachelor,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Sometimes,Sometimes,Never,Sometimes,Frequently,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Always,Sometimes,Frequently,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,,Always,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,"Accept that there are certain things I'll never be good at, such as playing sports. Having different openers so I can open cans/bottles.",I am right-handed.,,,,Somewhat true,Not true,Not true,Not true,Not true,Not true,Not true,634e1076f43266192b130e13,667c9ca14b12627bc9272479,6675e9e612bd2a2af68bed70,63,1,1
2024-06-26 17:29:21,2024-06-26 18:05:43,IP Address,138.84.167.82,100,2182,True,2024-06-26 18:05:44,R_6yqTYRvJzn4T8PL,,,,,28.6529,-81.2106,anonymous,EN,6668937641051f5e4c76446a,Yes,No,"Yes, I give consent",22,Some college,Female,,"$20,001 - $40,000",White,,non-Hispanic,Sometimes,Sometimes,Frequently,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Frequently,Never,Sometimes,Sometimes,Sometimes,Frequently,Never,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Frequently,Sometimes,,Sometimes,Never,Sometimes,Frequently,Never,Sometimes,Sometimes,Sometimes,Never,Never,"I personally just got better through practice and asking others for help, but my coordination doesn't heavily effect my daily life",I am right-handed.,Other,none,n/a,Somewhat true,Somewhat true,Not true,Not true,Not true,Somewhat true,Not true,6668937641051f5e4c76446a,667c9638f58c6d05169e0629,6675e9e612bd2a2af68bed70,118,1,1
2024-06-26 17:35:04,2024-06-26 18:06:34,IP Address,71.176.217.183,100,1890,True,2024-06-26 18:06:35,R_7PY1GkPcffXaMqh,,,,,37.4365,-77.4807,anonymous,EN,66463bfe0d9a3e177f2641ea,Yes,No,"Yes, I give consent",36,Some college,Female,,"$40,001 - $75,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,I don't believe I have coordination difficulties,I am right-handed.,,,,Somewhat true,Not true,Not true,Not true,Not true,Not true,Not true,66463bfe0d9a3e177f2641ea,667c97885096cc2cb7f00d5b,6675e9e612bd2a2af68bed70,116,1,1
2024-06-26 17:52:28,2024-06-26 18:06:44,IP Address,75.222.38.84,100,855,True,2024-06-26 18:06:45,R_1WI4YbzVi5aXXRN,,,,,36.102,-115.1447,anonymous,EN,5f9e612e5e10814115cc780d,Yes,No,"Yes, I give consent",50,High School,Male,,"Less than $20,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Frequently,Always,Never,I chose not to drive because I've never had a license.,Always,Never,Never,Never,Never,Never,Frequently,Never,Never,Sometimes,I don't believe I have any coordination difficulties.,I am right-handed.,Other,None,N/A,Somewhat true,Somewhat true,Not true,Not true,Not true,Certainly true,Not true,5f9e612e5e10814115cc780d,667c9ba557056f949a669c6d,6675e9e612bd2a2af68bed70,75,1,1
2024-06-26 18:01:48,2024-06-26 18:08:55,IP Address,172.59.25.108,100,426,True,2024-06-26 18:08:55,R_70Vd79PnwG0HGCt,,,,,41.4558,-81.7815,anonymous,EN,66527a35768f4bbfe2366ca6,Yes,No,"Yes, I give consent",45,High School,Female,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,N/A,I am right-handed.,,,,Not true,Not true,Not true,Not true,Not true,Not true,Not true,66527a35768f4bbfe2366ca6,667c9dca664daa629a8906b3,6675e9e612bd2a2af68bed70,51,1,1
2024-06-26 17:49:20,2024-06-26 18:09:02,IP Address,173.50.121.184,100,1181,True,2024-06-26 18:09:02,R_7TY1u9p1xAbfgye,,,,,37.045,-76.4067,anonymous,EN,65b1647425946d49b4173328,Yes,No,"Yes, I give consent",61,Bachelor,Female,,"Above $175,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Frequently,,Frequently,Sometimes,Never,Never,Never,Sometimes,Frequently,Never,Never,Sometimes,slow down and reduce distractions  Practice when possible,I am right-handed.,,,,Somewhat true,Somewhat true,Not true,Not true,Not true,Not true,Not true,65b1647425946d49b4173328,667c9ad63119f6377830ca12,6675e9e612bd2a2af68bed70,75,1,1
2024-06-26 17:28:43,2024-06-26 18:09:04,IP Address,73.48.8.115,100,2420,True,2024-06-26 18:09:04,R_6eQjxc06bEtzUmc,,,,,39.0518,-94.4046,anonymous,EN,6560998aad51b53dbc3ebe9e,Yes,No,"Yes, I give consent",39,High School,Female,,"Less than $20,000",White,,non-Hispanic,Frequently,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Frequently,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,"not to take on more than i can handle by saying no ",I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,15,Somewhat true,Somewhat true,Not true,Not true,Somewhat true,Not true,Not true,6560998aad51b53dbc3ebe9e,667c96100b22ce94118e2c09,6675e9e612bd2a2af68bed70,7,1,1
2024-06-26 17:55:22,2024-06-26 18:09:08,IP Address,216.218.76.227,100,825,True,2024-06-26 18:09:08,R_7ix9PegGp3CRsll,,,,,33.6897,-79.7829,anonymous,EN,5d2ff461d9e25c0017b01972,Yes,No,"Yes, I give consent",57,Associate,Female,,"$40,001 - $75,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"I have learned to deal with the most things that need coordination then deal with the least things like when I'm multitasking. ",I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,5d2ff461d9e25c0017b01972,667c9c4b4131a12a9dd006ee,6675e9e612bd2a2af68bed70,139,1,1
